Flow Duration,Total Fwd Packets,Total Backward Packets,Packet Length Mean,Flow Bytes/s,Protocol,Destination Port,Label
50122086,4,0,401.0,32.00185992997892,17,2200,0
16846462,7,0,248.28571428571428,103.16705962572311,17,5353,0
5162713,8,7,72.4,210.35450530615861,6,62268,0
0,1,0,66.0,0,6,27017,0
16847,1,1,60.0,7122.772596691338,6,55717,0
33005042,8,0,82.0,19.875751059103028,17,5353,0
33022513,9,0,82.0,22.34838991876906,17,5353,0
60163918,83,0,382.2048192771084,527.2761655969479,17,5353,0
60180056,84,0,382.26190476190476,533.5654650705167,17,5353,0
61443771,15,0,92.0,22.459558955415883,17,137,0
2372870,2,0,500.0,421.4304668526359,17,5353,0
60063548,82,0,408.0,557.010046848031,17,5353,0
60079946,83,0,408.03614457831327,563.6989039243701,17,5353,0
59632228,73,0,381.54794520547944,467.07964026376015,17,5353,0
59648548,74,0,381.6216216216216,473.43985540506515,17,5353,0
0,1,0,179.0,0,17,1900,0
16929,2,0,179.0,21146.659230780064,17,1900,0
33290,3,0,179.0,16130.552079752491,17,1900,0
2453977,3,2,61.2,124.69551551347709,6,27017,0
2470169,3,3,60.0,145.73901226179078,6,55714,0
59586789,7,0,426.2857142857143,50.078214374523746,17,5353,0
10702812,5,0,328.4,153.41762240713297,17,5353,0
14580112,1,4,66.0,22.633569540323055,6,62203,0
50238998,21,0,247.52380952380952,103.4654384878433,17,5353,0
59361487,21,0,76.0,26.886118657061484,17,5353,0
59388839,22,0,76.0,28.153437600791175,17,5353,0
0,1,0,65.0,0,17,5355,0
0,1,0,121.0,0,17,5353,0
16988,2,0,121.0,14245.31694104108,17,5353,0
0,1,0,179.0,0,17,1900,0
0,1,0,75.0,0,17,5355,0
57985687,22,0,81.0,30.73172164256674,17,5353,0
5757546,9,7,72.9375,202.69048953033143,6,7680,0
5773113,9,8,72.52941176470588,213.57624451277442,6,62268,0
50268244,2,1,58.666666666666664,3.5012163258105007,6,443,0
50284133,2,2,60.5,4.812651251539636,6,57166,0
60737176,85,0,379.9764705882353,531.7665662294478,17,5353,0
61158489,22,0,92.0,33.09434241740688,17,137,0
22065693,18,0,95.0,77.49586354341558,17,137,0
5868783,10,8,72.5,222.36293087954792,6,7680,0
5884241,10,9,72.15789473684211,232.99519252158137,6,62268,0
3750585,4,0,127.5,135.9787585061614,17,5353,0
60834337,86,0,380.0581395348837,537.2788047975224,17,5353,0
60680380,84,0,408.07142857142856,564.8942838765275,17,5353,0
60232232,75,0,381.6933333333333,475.27708634114686,17,5353,0
6338765,4,0,207.0,130.6248111650378,17,475,0
58384310,7,0,179.0,21.461244971135002,17,1900,0
823693,2,1,62.0,225.81208062238807,6,27017,0
840085,2,2,60.0,285.68504269526187,6,55717,0
0,1,0,73.0,0,17,5355,0
61198046,39,0,385.2564102564103,245.5143739241846,17,5353,0
6069130,11,9,72.15,237.7605944615244,6,7680,0
3103261,4,3,60.857142857142854,137.27490852813423,6,27017,0
3119100,4,4,60.0,153.89054071965398,6,55714,0
6117660,11,10,71.28571428571429,244.70139407787275,6,62268,0
61454627,23,0,92.0,34.431906819890855,17,137,0
40841085,73,0,115.01369863013699,205.57729942290052,17,5353,0
40872615,74,0,114.56756756756756,207.42494528477485,17,5353,0
60958283,85,0,408.1058823529412,569.0612998155349,17,5353,0
60976541,86,0,408.13953488372096,575.6311993274604,17,5353,0
0,1,0,103.0,0,17,5353,0
637297,2,0,65.0,203.98639889952148,17,5355,0
573075,2,0,75.0,261.7457102775277,17,5355,0
58548020,23,0,81.0,31.820033894698508,17,5353,0
0,1,0,243.0,0,17,138,0
61254656,87,0,380.13793103448273,539.9099756598,17,5353,0
61271787,88,0,380.21590909090907,546.075143997781,17,5353,0
61288658,89,0,380.29213483146066,552.239207481626,17,5353,0
61134746,87,0,408.17241379310343,580.8644324972979,17,5353,0
4884893,5,0,174.6,178.71423701852063,17,1900,0
62587700,16,0,92.0,23.51899791431505,17,137,0
62498431,25,0,736.6,294.64739361021105,17,5353,0
60740621,76,0,381.7631578947368,477.67045313943305,17,5353,0
60757924,77,0,381.83116883116884,483.9039570536806,17,5353,0
6495772,12,10,70.9090909090909,240.15619900486118,6,7680,0
6523705,12,11,70.17391304347827,247.4053873771188,6,62268,0
26568389,14,0,173.28571428571428,91.31152001005493,17,1900,0
41248701,75,0,114.04,207.35198137046666,17,5353,0
41265183,76,0,113.52631578947368,209.0866737780741,17,5353,0
41282730,77,0,113.05194805194805,210.86298987084908,17,5353,0
41299998,78,0,112.57692307692308,212.61501726159213,17,5353,0
41318840,79,0,112.13924050632912,214.40582043853863,17,5353,0
0,1,0,70.0,0,17,22222,0
0,1,0,56.0,0,17,3289,0
0,1,0,666.0,0,17,3702,0
0,1,0,125.0,0,17,10004,0
0,1,0,70.0,0,17,22222,0
0,1,0,365.0,0,17,1900,0
0,1,0,421.0,0,17,1900,0
62493552,10,0,244.8,39.17204102136742,17,5353,0
134426,2,0,666.0,9908.736062657517,17,3702,0
23925868,9,6,207.73333333333332,130.2356053445157,6,443,0
23941665,10,6,248.9375,166.36269415521966,6,443,0
0,1,0,374.0,0,17,1900,0
21213151,4,0,201.25,37.9481569115505,17,5353,0
0,1,0,431.0,0,17,1900,0
52840643,7,0,491.2857142857143,65.08247747979182,17,5353,0
53035018,9,0,563.6666666666666,95.65378068372671,17,5353,0
0,1,0,419.0,0,17,1900,0
925165,2,0,73.0,157.8095359093213,17,5355,0
0,1,0,429.0,0,17,1900,0
6993032,13,11,69.875,239.81011046845944,6,7680,0
1829645,3,2,61.2,167.24547884563788,6,27017,0
1845998,3,3,60.0,195.016407111802,6,55717,0
0,1,0,167.0,0,17,1900,0
62204700,40,0,385.35,247.79477700858547,17,5353,0
62397391,24,0,92.0,35.38609486314597,17,137,0
0,1,0,365.0,0,17,1900,0
0,1,0,421.0,0,17,1900,0
0,1,0,374.0,0,17,1900,0
7141654,13,12,69.24,242.38082613135464,6,62268,0
4174884,5,4,60.666666666666664,130.78207428552534,6,27017,0
4190840,5,5,60.0,143.16938013016295,6,55714,0
6037287,3,0,66.0,32.7961855159692,6,5357,0
59450217,24,0,81.0,32.6996278000851,17,5353,0
59151558,8,0,165.25,22.349368905517622,17,5353,0
0,1,0,431.0,0,17,1900,0
0,1,0,250.0,0,17,5353,0
18926,2,0,257.5,27211.03726285556,17,5353,0
23551967,19,0,95.78947368421052,77.2759230204129,17,137,0
675588,3,0,666.0,2957.4200509947505,17,3702,0
0,1,0,419.0,0,17,1900,0
0,1,0,429.0,0,17,1900,0
0,1,0,75.0,0,17,5355,0
7419868,14,12,69.34615384615384,242.99621341539535,6,7680,0
24531872,10,7,237.47058823529412,164.56143234372487,6,49670,0
24547538,10,8,232.77777777777777,170.68921505771226,6,49670,0
24563811,11,8,225.21052631578948,174.19935322299625,6,443,0
7485605,14,13,68.77777777777777,248.0761328569212,6,62268,0
199238,3,0,255.0,3839.618604061187,17,5353,0
215760,4,0,257.5,4773.801829237972,17,5353,0
0,1,0,365.0,0,17,1900,0
0,1,0,421.0,0,17,1900,0
0,1,0,374.0,0,17,1900,0
0,1,0,431.0,0,17,1900,0
312345,5,0,256.0,4098.026001624338,17,5353,0
331361,6,0,257.5,4662.584402408927,17,5353,0
7652421,15,13,68.57142857142857,250.90095818296427,6,7680,0
23673160,12,0,98.58333333333333,49.9722046484309,17,5353,0
20868391,6,0,167.0,48.01520147020665,17,1900,0
0,1,0,419.0,0,17,1900,0
0,1,0,429.0,0,17,1900,0
5585580,5,0,132.4,118.51946089451755,17,5353,0
0,1,0,365.0,0,17,1900,0
6295444,6,0,175.33333333333334,167.10497274645573,17,1900,0
7851327,15,14,68.06896551724138,251.422453119497,6,62268,0
0,1,0,480.0,0,17,54887,0
0,1,0,55.0,0,6,443,0
16843,1,1,60.5,7183.857316762449,6,62028,0
25011956,11,9,216.65,173.23714792507843,6,49670,0
7931855,16,14,67.9,256.8125472498658,6,7680,0
62864242,90,0,380.3666666666667,544.5543997594433,17,5353,0
6440366,7,0,174.14285714285714,189.2749284535138,17,1900,0
0,1,0,421.0,0,17,1900,0
52851753,19,0,85.26315789473684,30.65177366732125,17,5353,0
6489298,8,0,173.5,213.8906207559245,17,1900,0
62774040,88,0,408.20454545454544,572.2429144276722,17,5353,0
0,1,0,374.0,0,17,1900,0
6539340,9,0,174.11111111111111,239.6265933362073,17,1900,0
46189013,4,0,200.0,17.320135925132305,17,39929,0
0,1,0,431.0,0,17,1900,0
8111956,16,15,67.45161290322581,257.76765138690877,6,62268,0
2948575,4,3,60.857142857142854,144.47653317159399,6,27017,0
2964422,4,4,60.0,161.92021500293035,6,55717,0
0,1,0,419.0,0,17,1900,0
62456739,78,0,381.8974358974359,476.93812005260156,17,5353,0
0,1,0,82.0,0,17,1947,0
0,1,0,429.0,0,17,1900,0
1546485,4,0,666.0,1722.6151227670312,17,3702,0
8242138,17,15,67.875,263.5238375662622,6,7680,0
8258158,17,16,67.45454545454545,269.5516215544622,6,62268,0
0,1,0,179.0,0,17,1900,0
54220221,8,0,440.75,65.03108805510561,17,5353,0
0,1,0,167.0,0,17,1900,0
63494088,41,0,385.4390243902439,248.88931323753957,17,5353,0
43058703,80,0,111.675,207.48418300923137,17,5353,0
43074755,81,0,111.24691358024691,209.19445531379193,17,5353,0
43091063,82,0,110.8048780487805,210.8557833538708,17,5353,0
43107442,83,0,110.3855421686747,212.53870313394953,17,5353,0
43124402,84,0,110.0,214.26383927632796,17,5353,0
53305437,20,0,85.2,31.966720340113202,17,5353,0
63787923,25,0,92.0,36.05698194443181,17,137,0
64539639,26,0,745.8846153846154,300.48200191395705,17,5353,0
8502215,18,16,67.32352941176471,269.2239488452275,6,7680,0
0,1,0,78.0,0,6,51885,0
16205,1,1,80.0,9873.161201100469,6,443,0
32283,2,1,71.33333333333333,6628.813021579546,6,51885,0
8566650,18,17,66.94285714285714,273.50246516002164,6,62268,0
0,1,0,75.0,0,17,5355,0
0,1,0,86.0,0,17,57621,0
8659818,19,17,66.83333333333333,277.83491750103906,6,7680,0
3512403,5,4,60.666666666666664,155.44911108323547,6,27017,0
3543387,5,5,60.0,169.32950604435743,6,55717,0
0,1,0,67.0,0,17,5355,0
53667671,21,0,85.19047619047619,33.334779615552264,17,5353,0
7004871,5,0,267.4,190.8671606758237,17,5353,0
53722150,22,0,85.22727272727273,34.901804878455124,17,5353,0
41059340,6,0,70.0,10.229097453666125,17,22222,0
40951202,6,0,70.0,10.256109111856494,17,22222,0
40880636,6,0,70.0,10.273812651532754,17,22222,0
41105032,6,0,70.0,10.21772694465317,17,22222,0
40891453,6,0,70.0,10.271094971030053,17,22222,0
41116145,6,0,70.0,10.214965224127079,17,22222,0
41095623,6,0,70.0,10.220066320027925,17,22222,0
41033190,6,0,70.0,10.23561640116971,17,22222,0
41382421,21,0,125.0,63.43273147168239,17,10004,0
41398619,22,0,125.0,66.42733595873194,17,10004,0
41414428,23,0,125.0,69.42025052712592,17,10004,0
41430999,24,0,125.0,72.40954966584627,17,10004,0
40974026,6,0,56.0,8.200316768206687,17,3289,0
40957385,6,0,56.0,8.203648635525916,17,3289,0
40957460,6,0,56.0,8.203633592864593,17,3289,0
41006387,6,0,56.0,8.193845367983497,17,3289,0
41957581,21,0,76.23809523809524,38.15758561611211,17,5353,0
41973557,22,0,76.31818181818181,40.00137470146242,17,5353,0
41989516,23,0,76.26086956521739,41.772331437528926,17,5353,0
42005458,24,0,76.20833333333333,43.54196005108601,17,5353,0
42021599,25,0,76.2,45.33382933706821,17,5353,0
0,1,0,66.0,0,6,2869,0
16025,1,1,66.0,8236.850273744347,6,55422,0
9306671,19,18,66.48648648648648,264.32650012574607,6,62268,0
48616,2,1,62.0,3825.849965426432,6,2869,0
64859,3,1,119.25,7354.397744441055,6,2869,0
80384,3,2,146.8,9131.14147753562,6,55422,0
96360,3,3,374.6666666666667,23328.95904910594,6,55422,0
113250,3,4,537.4285714285714,33218.25828142204,6,55422,0
129482,3,5,566.875,35024.16489439077,6,55422,0
145422,4,5,509.8888888888889,31556.336226485622,6,2869,0
161194,5,5,464.3,28803.658441059015,6,2869,0
177107,6,5,450.27272727272725,27966.129645509605,6,2869,0
192976,6,6,435.75,27096.500160612006,6,55422,0
220049,6,7,518.6923076923077,30643.055434928643,6,55422,0
236925,6,8,589.7857142857143,34850.6376717381,6,55422,0
254670,6,9,602.0,35457.59795537206,6,55422,0
272308,7,9,567.75,33359.183095681285,6,2869,0
309341,8,9,537.5294117647059,29540.197778601603,6,2869,0
359847,8,10,510.6666666666667,25544.184731015805,6,55422,0
7669361,6,0,792.3333333333334,619.869084430303,17,5353,0
0,1,0,177.0,0,17,17500,0
0,1,0,177.0,0,17,17500,0
58717,2,0,177.0,6028.892617286157,17,17500,0
75038,3,0,177.0,7076.373775950485,17,17500,0
0,1,0,66.0,0,6,2869,0
16289,1,1,66.0,8103.274515543587,6,55423,0
32624,2,1,62.0,5701.239752406147,6,2869,0
49328,3,1,107.75,8737.28866118898,6,2869,0
9828462,20,18,66.86842105263158,258.5348393976648,6,7680,0
82196,3,2,134.6,8187.722888071564,6,55423,0
98148,3,3,364.5,22282.65073130206,6,55423,0
113901,3,4,528.7142857142857,32493.090543731265,6,55423,0
130633,3,5,559.0,34233.2797751476,6,55423,0
146587,4,5,502.8888888888889,30875.834016176803,6,2869,0
163064,5,5,458.0,28087.089851317585,6,2869,0
180219,6,5,438.6363636363636,26772.92057759345,6,2869,0
195824,6,6,422.25,25875.19342349406,6,55423,0
211967,6,7,506.2307692307692,31047.182153675185,6,55423,0
228481,6,8,492.64285714285717,30186.310287075597,6,55423,0
10007932,20,19,66.53846153846153,259.294316739744,6,62268,0
261277,7,8,463.4,26603.855995050548,6,2869,0
277228,8,8,449.75,25956.963089288678,6,2869,0
293279,8,9,437.47058823529414,25358.050090073684,6,55423,0
310072,8,10,497.27777777777777,28867.47174743971,6,55423,0
327394,8,11,479.57894736842104,27831.847415476193,6,55423,0
54962035,23,0,85.17391304347827,35.64278448062031,17,5353,0
47924293,4,0,155.0,12.937071317508558,17,1990,0
378494,9,11,458.3,24217.011731505743,6,2869,0
408018,10,11,448.14285714285717,23065.152548394486,6,2869,0
438093,10,12,438.6818181818182,22029.535762215797,6,55423,0
455549,10,13,436.69565217391306,22048.098995505865,6,55423,0
472333,11,13,420.75,21378.965222526764,6,2869,0
489477,12,13,419.04,21402.428770160583,6,2869,0
517749,12,14,413.53846153846155,20766.807027820065,6,55423,0
535125,12,15,454.2962962962963,22921.705670041316,6,55423,0
551606,12,16,492.14285714285717,24981.558717621447,6,55423,0
568114,12,17,523.9310344827586,26744.63024882462,6,55423,0
1773088,2,0,75.0,84.59812550273139,17,5355,0
66443176,27,0,754.4814814814815,306.5928049265946,17,5353,0
3101971,7,0,256.42857142857144,578.6642671892965,17,5353,0
3118502,8,0,257.5,660.5735405941278,17,5353,0
66496346,28,0,758.4285714285714,319.3558913556405,17,5353,0
697097,13,17,508.26666666666665,21873.545540111634,6,2869,0
713420,14,17,493.61290322580646,21448.76984691395,6,2869,0
0,1,0,66.0,0,6,2869,0
746859,14,18,479.875,20560.77316592148,6,55423,0
34805,1,1,66.0,3792.500106175292,6,55427,0
10543881,21,19,66.45,252.08933552576582,6,7680,0
68284,2,1,62.0,2723.887837936922,6,2869,0
98201,3,1,178.25,7260.615832089054,6,2869,0
127996,4,1,213.4,8336.137988071334,6,2869,0
155305,4,2,186.83333333333334,7218.036874537534,6,55427,0
171933,4,3,200.57142857142858,8165.9520343455715,6,55427,0
188777,4,4,364.75,15457.374467187597,6,55427,0
205573,4,5,492.44444444444446,21559.24286158314,6,55427,0
222882,4,6,462.5,20750.887589788574,6,55427,0
240568,5,6,425.3636363636364,19449.769841340632,6,2869,0
257630,6,6,394.4166666666667,18371.282859205243,6,2869,0
274682,7,6,368.2307692307692,17427.392060772396,6,2869,0
291613,7,7,345.7857142857143,16600.749450378746,6,55427,0
0,1,0,66.0,0,6,2869,0
17632,1,1,66.0,7485.9802590659565,6,55429,0
10834850,21,20,66.14634146341463,250.30340085296714,6,62268,0
51724,2,1,62.0,3595.9794236406883,6,2869,0
4189192,5,0,666.0,794.9025459815371,17,3702,0
2140301,2,0,67.0,62.608009692244934,17,5355,0
40971794,13,0,254.3846153846154,80.71406367109196,17,5353,0
55821638,24,0,85.16666666666667,36.61662518880301,17,5353,0
55838497,25,0,85.2,38.14572576739544,17,5353,0
9017949,7,0,771.7142857142857,599.0275229852605,17,5353,0
40021433,7,0,173.85714285714286,30.408705805282658,17,1900,0
61678390,23,0,186.08695652173913,69.39221335364593,17,5353,0
0,1,0,179.0,0,17,1900,0
63281326,2,0,338.5,10.69825870676757,17,5353,0
57227278,10,0,580.9,101.50753548317739,17,5353,0
3834693,9,0,256.6666666666667,602.3948860075484,17,5353,0
3852092,10,0,257.5,668.4677686843518,17,5353,0
371687,3,1,124.0,1334.4546617317844,6,2869,0
387920,3,2,154.4,1990.0966578941868,6,55429,0
404149,3,3,381.0,5656.32894348732,6,55429,0
420307,3,4,542.8571428571429,9041.001941690298,6,55429,0
436362,3,5,664.25,12177.934934180726,6,55429,0
452383,3,6,652.8888888888889,12988.992651120041,6,55429,0
468251,4,6,593.0,12664.141899034006,6,2869,0
484706,5,6,544.0,12345.605691664765,6,2869,0
502208,6,6,503.1666666666667,12022.89556046648,6,2869,0
539660,6,7,468.61538461538464,11288.579619173846,6,55429,0
0,1,0,66.0,0,6,2869,0
18145,1,1,66.0,7274.410752998988,6,55433,0
76475,2,1,62.0,2432.155230841655,6,2869,0
111692,3,1,124.0,4440.757063907632,6,2869,0
11506577,22,20,66.07142857142857,241.16642129114945,6,7680,0
183315,3,2,154.6,4216.778940797003,6,55433,0
219294,3,3,381.1666666666667,10428.895841215584,6,55433,0
252961,3,4,543.0,15026.022250790766,6,55433,0
317567,3,5,664.375,16736.58216063953,6,55433,0
424399,3,6,758.7777777777778,16090.966554516952,6,55433,0
506928,3,7,834.3,16457.928633712316,6,55433,0
570208,3,8,896.0909090909091,17286.672133519205,6,55433,0
630812,3,9,947.5833333333334,18025.954442857033,6,55433,0
687485,3,10,991.1538461538462,18742.214658943245,6,55433,0
744628,3,11,1028.5,19337.16742683859,6,55433,0
0,1,0,666.0,0,17,3702,0
0,1,0,103.0,0,17,5353,0
57947,2,0,103.0,3554.948277919267,17,5353,0
113596,3,0,108.33333333333333,2860.9991625722255,17,5353,0
170295,4,0,123.25,2894.9763632469,17,5353,0
234447,5,0,135.4,2887.6432821507856,17,5353,0
42128759,26,0,125.0,77.14445066764375,17,10004,0
42090697,6,0,70.0,9.978451939655098,17,22222,0
42137032,6,0,70.0,9.967479260324149,17,22222,0
42182830,6,0,70.0,9.956657698196606,17,22222,0
42235652,6,0,70.0,9.944205269675358,17,22222,0
42234640,6,0,70.0,9.944443679220381,17,22222,0
42245942,6,0,70.0,9.9417830886097,17,22222,0
42262987,6,0,70.0,9.937773651448415,17,22222,0
42265743,6,0,70.0,9.937125616363097,17,22222,0
42265920,6,0,70.0,9.937083967863714,17,22222,0
42266431,6,0,70.0,9.936963788955897,17,22222,0
42549358,27,0,125.0,79.31964542750562,17,10004,0
42578687,28,0,125.0,82.20074904378072,17,10004,0
42598340,29,0,125.0,85.09721263939943,17,10004,0
42615078,30,0,125.0,87.99702111321146,17,10004,0
42717581,21,0,76.14285714285714,37.43189439704878,17,5353,0
0,1,0,125.0,0,17,10004,0
16680,2,0,125.0,14987.150718216251,17,10004,0
45830,3,0,125.0,8182.368670211105,17,10004,0
62404,4,0,125.0,8012.256297207567,17,10004,0
0,1,0,70.0,0,17,22222,0
0,1,0,70.0,0,17,22222,0
0,1,0,70.0,0,17,22222,0
0,1,0,70.0,0,17,22222,0
0,1,0,70.0,0,17,22222,0
0,1,0,70.0,0,17,22222,0
0,1,0,70.0,0,17,22222,0
0,1,0,70.0,0,17,22222,0
42564927,6,0,56.0,7.893822987213304,17,3289,0
42563605,6,0,56.0,7.894068037710546,17,3289,0
42550948,6,0,56.0,7.89641628832265,17,3289,0
42529194,6,0,56.0,7.9004552804747785,17,3289,0
42513252,6,0,56.0,7.903417837569746,17,3289,0
43046571,22,0,76.0909090909091,38.88811469080828,17,5353,0
43068873,23,0,76.1304347826087,40.65581153042559,17,5353,0
43085539,24,0,76.125,42.40401856528439,17,5353,0
0,1,0,56.0,0,17,3289,0
0,1,0,56.0,0,17,3289,0
0,1,0,56.0,0,17,3289,0
0,1,0,56.0,0,17,3289,0
43166917,25,0,76.2,44.13101738665566,17,5353,0
6182232,11,0,256.8181818181818,456.9546417060841,17,5353,0
6202527,12,0,257.5,498.18404288801923,17,5353,0
2162462,4,11,963.5333333333333,6683.582718331489,6,2869,0
2178545,4,12,997.9375,7329.202869806241,6,55433,0
2194449,4,13,998.9411764705883,7738.613667036426,6,55433,0
13570555,22,21,65.79069767441861,208.46603599424915,6,62268,0
2227417,5,13,946.4444444444445,7648.319292144066,6,2869,0
2243797,6,13,899.4736842105264,7616.551712119929,6,2869,0
2259776,6,14,857.2,7586.591465521526,6,55433,0
67752671,8,0,431.0,50.89098240417095,17,5353,0
44002001,4,0,359.0,32.634878925608184,17,5353,0
53972344,5,0,391.0,36.22225459701147,17,5353,0
13689918,23,21,65.72727272727273,211.2503442722077,6,7680,0
0,1,0,115.0,0,17,5353,0
1556405,2,0,666.0,855.81807703938,17,3702,0
57739277,6,0,465.0,48.320659972025396,17,5353,0
0,1,0,145.0,0,17,5353,0
48947675,2,0,288.0,11.767668002590122,17,5353,0
13793473,23,22,65.46666666666667,213.57927390352478,6,62268,0
64325436,6,0,420.8333333333333,39.253522926108246,17,5353,0
0,1,0,67.0,0,17,5355,0
44250160,5,0,325.4,36.768228057895215,17,5353,0
64546762,24,0,183.29166666666666,68.15213961800717,17,5353,0
13937214,24,22,65.80434782608695,217.18829997805562,6,7680,0
0,1,0,136.0,0,17,5353,0
16411,2,0,144.0,17548.879216666184,17,5353,0
32747,3,0,146.66666666666666,13436.137252189614,17,5353,0
59932317,9,0,469.77777777777777,70.54624577680177,17,5353,0
14020529,24,23,65.55319148936171,219.7491860574818,6,62268,0
46920878,2,0,506.0,21.568223772197406,17,5353,0
55526077,6,0,359.1666666666667,38.81059292186442,17,5353,0
0,1,0,75.0,0,17,5355,0
66332466,25,0,81.0,30.52803729879557,17,5353,0
58959211,26,0,85.1923076923077,37.56834527224816,17,5353,0
416320,2,0,468.5,2250.6695193780693,17,5353,0
69462435,26,0,92.0,34.435878545363494,17,137,0
59012155,27,0,85.22222222222223,38.99196664184931,17,5353,0
219825,4,0,144.0,2620.2544031183807,17,5353,0
31285863,12,9,212.95238095238096,142.93995690050625,6,443,0
31302540,13,9,242.72727272727272,170.59318084374314,6,443,0
64722712,7,0,410.0,44.34301188825971,17,5353,0
66653130,8,0,179.0,21.484362382226664,17,1900,0
0,1,0,73.0,0,17,5355,0
12366778,8,0,693.625,448.70215502297697,17,5353,0
2214178,3,0,666.0,902.3662473034708,17,3702,0
7731423,6,0,671.3333333333334,520.9907095553582,17,3702,0
14427229,25,23,65.6875,218.54508330842788,6,7680,0
14442780,25,24,65.44897959183673,222.04864882479137,6,62268,0
0,1,0,82.0,0,17,5353,0
16212,2,0,92.5,11411.141928557772,17,5353,0
32438,3,0,101.33333333333333,9371.575266248705,17,5353,0
8813297,2,0,179.0,40.62043962060234,17,1900,0
640600,2,0,67.0,209.17875016794616,17,5355,0
30546518,13,0,97.6923076923077,41.57593302301511,17,5353,0
55500144,5,0,402.8,36.28819413198327,17,5353,0
27759711,7,0,167.0,42.1113882899018,17,1900,0
35039341,13,15,162.5,129.85403691469352,6,60090,0
35055939,14,15,158.75862068965517,131.33294989245064,6,5222,0
65252271,25,0,186.64,71.5070887925557,17,5353,0
0,1,0,82.0,0,17,1947,0
704176,5,0,142.4,1011.1102470602973,17,5353,0
0,1,0,136.0,0,17,5353,0
16541,2,0,144.0,17410.774747765925,17,5353,0
8029898,7,0,675.1428571428571,588.550427653533,17,3702,0
31844259,13,10,234.52173913043478,169.38688872007492,6,49670,0
31900367,13,11,231.125,173.88514542147652,6,49670,0
31935391,14,11,224.04,175.3853574889942,6,443,0
14856216,26,24,65.4,220.1098754035552,6,7680,0
801209,2,0,75.0,187.2169073984747,17,5355,0
67133354,26,0,81.0,31.3703970711118,17,5353,0
0,1,0,86.0,0,17,57621,0
0,1,0,86.0,0,17,57621,0
0,1,0,167.0,0,17,1900,0
12971616,9,0,719.7777777777778,499.39806004760203,17,5353,0
14975758,26,25,65.17647058823529,221.95870668826478,6,62268,0
707494,2,0,73.0,206.36209858578724,17,5355,0
20207187,6,0,460.1666666666667,136.63455041188794,17,5353,0
15029201,27,25,65.13461538461539,225.36127406997537,6,7680,0
15044821,27,26,64.9245283018868,228.71656475030005,6,62268,0
1107349,6,0,141.33333333333334,765.7924596102839,17,5353,0
71132933,29,0,746.8620689655172,304.4862480904215,17,5353,0
35121830,15,0,171.26666666666668,73.14539037697458,17,1900,0
35557372,15,15,158.53333333333333,133.755665509927,6,5222,0
35574500,15,16,155.16129032258064,135.20920580594617,6,60090,0
8466126,8,0,678.0,640.6708179868563,17,3702,0
1455589,3,0,343.3333333333333,707.617069753005,17,5353,0
49870100,85,0,109.58823529411765,186.78526804658173,17,5353,0
49908161,86,0,109.18604651162791,188.1455805276569,17,5353,0
49925775,87,0,108.82758620689656,189.64152083523953,17,5353,0
49943496,88,0,108.4659090909091,191.11597273585627,17,5353,0
49961270,89,0,108.10112359550561,192.56916095563867,17,5353,0
8641963,2,0,70.0,16.200021276229464,17,22222,0
8640241,2,0,56.0,12.962601171231693,17,3289,0
8574283,2,0,70.0,16.327894275565882,17,22222,0
8623392,2,0,125.0,28.99091180743976,17,10004,0
4283958,2,0,179.0,83.56756153890763,17,1900,0
70691109,27,0,92.0,35.13878907354487,17,137,0
15386399,28,26,64.88888888888889,227.7335901935248,6,7680,0
15404010,28,27,64.69090909090909,230.97880496841435,6,62268,0
3199864,6,0,143.5,269.0738830082694,17,5353,0
67684653,27,0,81.0,32.31160834327489,17,5353,0
70200497,89,0,408.23595505617976,517.5604337296347,17,5353,0
69754338,79,0,381.9620253164557,432.5895830124923,17,5353,0
1540526,7,0,190.28571428571428,864.6392533674392,17,5353,0
0,1,0,75.0,0,17,5355,0
70447929,91,0,380.43956043956047,491.42679119708913,17,5353,0
61423484,1,2,67.33333333333333,3.2886444493106195,6,49286,0
61439833,2,2,64.0,4.1666779809731675,6,443,0
15595374,29,27,64.66071428571429,232.1842274740214,6,7680,0
61509143,2,3,62.0,5.039901092782023,6,49286,0
61544926,3,3,60.666666666666664,5.914378647475453,6,443,0
3544935,4,0,666.0,751.4946397214467,17,3702,0
0,1,0,68.0,0,17,5353,0
66275087,8,0,401.875,48.50993193825008,17,5353,0
15821354,29,28,64.47368421052632,232.28099530661524,6,62268,0
9174358,9,0,676.6666666666666,663.8066397422373,17,3702,0
15890430,30,28,64.44827586206897,235.23591482142714,6,7680,0
49628537,8,0,214.625,34.5970297108423,17,5353,0
16065642,30,29,64.27118644067797,236.03164890896434,6,62268,0
0,1,0,480.0,0,17,61730,0
38030744,2,1,58.666666666666664,4.627834776235909,6,443,0
56598840,6,0,349.5,37.05022867484851,17,5353,0
853681,2,0,75.0,175.7096440315277,17,5355,0
1774619,3,0,146.66666666666666,247.94052953988637,17,5353,0
9856622,10,0,678.8,688.6740058149074,17,3702,0
0,1,0,179.0,0,17,1900,0
38455682,2,2,60.5,6.292958053675932,6,49292,0
16751533,31,29,64.25,230.12818159142995,6,7680,0
16825929,31,30,64.08196721311475,232.32000481543503,6,62268,0
71805966,92,0,380.5108695652174,487.52216399835856,17,5353,0
67576122,26,0,184.03846153846155,70.80903513192112,17,5353,0
